Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Var_Vision,Var_Speed,Var_Metabolism,Var_Memory,Avg_Fitness,Disaster
1,100,0.03333333333333333,0,0,1.073246900462565,1.0589722867312998,0.975742100999435,1.1082069482536019,0.03872165069672703,0.040803483524694165,0.03069303609010335,0.053241345226024535,0.4427981713785992,N/A
2,132,9.116161616161591,32,0,1.0643987350677346,1.0425680688852936,0.9640602254813136,1.1205468302340726,0.03924458310305115,0.0405091905103375,0.03137315843381464,0.053103281331003116,0.44637787126846673,N/A
3,184,16.928442028985693,52,0,1.0685143152466512,1.0480233499678488,0.9320857669168797,1.1221891780890367,0.04051941381164927,0.03902199325267116,0.03115455039926598,0.055495089521944145,0.4632945390875324,N/A
4,169,16.891715976331522,63,78,1.0487202319077549,1.0497985513805013,0.8830037419696728,1.132900518423126,0.044568242646290786,0.038437973726540633,0.026137829806185998,0.0540358136725047,0.4879434666197019,N/A
5,177,16.827118644067983,64,56,1.0491856282008727,1.0563092738794102,0.8362757930323151,1.1365553354791833,0.04539417706338795,0.03949535483633075,0.01689680639994475,0.05382539105217027,0.5169028789420251,N/A
6,187,16.41479500891283,69,59,1.0468347641604154,1.0504976501736947,0.8157238985284093,1.1280611326861867,0.04575830090630341,0.040097329667022515,0.014372907433082319,0.05375586076599986,0.5272034737634478,N/A
7,205,17.024390243902626,77,59,1.0575503366782215,1.0489772346095199,0.7907933010780829,1.145059052405767,0.04588414037353154,0.038729633245188126,0.01006105089322329,0.05059457590545211,0.5482404600141223,N/A
8,233,16.10672389127341,102,74,1.0779226176225045,1.0609180014766895,0.7744284130643488,1.1409847484732394,0.04597778221539463,0.037982136411557454,0.007901600757840022,0.04646410803419181,0.5646875058202712,N/A
9,282,15.523167848699917,123,74,1.0896266863405557,1.0700169388846668,0.7648137511856438,1.1344743586404542,0.046810549951776595,0.039453853870161516,0.007205059296262616,0.047347605513620494,0.5742780258608073,N/A
10,356,15.517322097378425,155,81,1.0958837670861228,1.0640347904541554,0.7586550927629447,1.127088676960124,0.04758740301823008,0.04013387825008027,0.006317287672901389,0.04881607505705573,0.5776902250409922,N/A
11,462,15.15634920634935,209,103,1.0870003384103728,1.058814404295162,0.7584634951086205,1.1254782516773751,0.04646904786665783,0.042265634787692304,0.007570302870016005,0.049249180314527824,0.5750736878754987,N/A
12,594,15.09573512906861,259,127,1.0892130295598643,1.0541589103186209,0.7572214902185442,1.1304436070184942,0.047517353010007465,0.043823715307698775,0.007294204423890876,0.04857129563421382,0.5764611084403873,N/A
